summary_id,type,return_period,loss
1,1,10000.000000,25653.431641
1,1,7500.000000,24454.109375
1,1,5000.000000,23254.785156
1,1,1000.000000,13523.583984
1,1,500.000000,6757.264648
1,1,250.000000,3227.439941
1,1,200.000000,1737.546387
1,1,100.000000,0.000000
1,1,50.000000,0.000000
1,1,25.000000,0.000000
1,1,20.000000,0.000000
1,1,10.000000,0.000000
1,1,5.000000,0.000000
1,1,2.000000,0.000000
1,2,10000.000000,91711.718750
1,2,7500.000000,81785.695312
1,2,5000.000000,71859.671875
1,2,1000.000000,33245.242188
1,2,500.000000,21065.802734
1,2,250.000000,11008.488281
1,2,200.000000,7961.474609
1,2,100.000000,140.023468
1,2,50.000000,0.000000
1,2,25.000000,0.000000
1,2,20.000000,0.000000
1,2,10.000000,0.000000
1,2,5.000000,0.000000
1,2,2.000000,0.000000
