Summary_id, return_period, Loss
1, 10000.000000,52558.656250
1, 5000.000000,51426.718750
1, 3333.333252,47348.816406
1, 2500.000000,45369.605469
1, 2000.000000,44334.878906
1, 1666.666626,43147.214844
1, 1428.571411,42432.882812
1, 1250.000000,41478.917969
1, 1111.111084,41346.421875
1, 1000.000000,41198.941406
1, 909.090881,39915.230469
1, 833.333313,39670.015625
1, 769.230774,39611.476562
1, 714.285706,39553.589844
1, 666.666687,39036.789062
1, 625.000000,38714.445312
1, 588.235291,38532.472656
1, 555.555542,37925.101562
1, 526.315796,37740.839844
1, 500.000000,37384.503906
1, 476.190491,37303.328125
1, 454.545441,37052.488281
1, 434.782623,36309.972656
1, 416.666656,36174.375000
1, 400.000000,35720.390625
1, 384.615387,35482.335938
1, 370.370361,35214.515625
1, 357.142853,35149.253906
1, 344.827576,34691.320312
1, 333.333344,34636.285156
1, 322.580658,34626.820312
1, 312.500000,34599.343750
1, 303.030304,34533.179688
1, 294.117645,34480.855469
1, 285.714294,34323.765625
1, 277.777771,34238.292969
1, 270.270264,34208.414062
1, 263.157898,34123.085938
1, 256.410248,33934.449219
1, 250.000000,33928.585938
1, 243.902435,33744.703125
1, 238.095245,33706.468750
1, 232.558136,33360.089844
1, 227.272720,33343.480469
1, 222.222229,33281.148438
1, 217.391312,33201.535156
1, 212.765961,33182.281250
1, 208.333328,32918.292969
1, 204.081635,32757.113281
1, 200.000000,32556.902344
1, 196.078430,32492.447266
1, 192.307693,32470.691406
1, 188.679245,32462.394531
1, 185.185181,32226.457031
1, 181.818176,32205.457031
1, 178.571426,32192.855469
1, 175.438599,32190.287109
1, 172.413788,32065.015625
1, 169.491531,31984.234375
1, 166.666672,31962.621094
1, 163.934433,31724.382812
1, 161.290329,31718.804688
1, 158.730164,31542.949219
1, 156.250000,31472.146484
1, 153.846161,31460.617188
1, 151.515152,31409.652344
1, 149.253738,31293.607422
1, 147.058823,31280.468750
1, 144.927536,31240.494141
1, 142.857147,30982.455078
1, 140.845078,30968.693359
1, 138.888885,30938.287109
1, 136.986298,30475.269531
1, 135.135132,30406.597656
1, 133.333328,30361.751953
1, 131.578949,30360.808594
1, 129.870132,30296.980469
1, 128.205124,30222.582031
1, 126.582275,30197.039062
1, 125.000000,29839.298828
1, 123.456787,29761.105469
1, 121.951218,29622.890625
1, 120.481926,29512.707031
1, 119.047623,29487.560547
1, 117.647057,29401.089844
1, 116.279068,29382.589844
1, 114.942528,29357.640625
1, 113.636360,29149.150391
1, 112.359550,29122.843750
1, 111.111115,29077.015625
1, 109.890106,29021.154297
1, 108.695656,29004.365234
1, 107.526878,28948.687500
1, 106.382980,28721.443359
1, 105.263161,28580.597656
1, 104.166664,28579.585938
1, 103.092781,28361.830078
1, 102.040817,28207.968750
1, 101.010101,28151.275391
1, 100.000000,28141.408203
1, 99.009903,28064.070312
1, 98.039215,27788.689453
1, 97.087379,27743.443359
1, 96.153847,27674.263672
1, 95.238098,27671.609375
1, 94.339622,27633.029297
1, 93.457947,27555.263672
1, 92.592590,27495.068359
1, 91.743118,27454.794922
1, 90.909088,27399.255859
1, 90.090088,27292.253906
1, 89.285713,27142.283203
1, 88.495575,27077.183594
1, 87.719299,27004.447266
1, 86.956520,26970.169922
1, 86.206894,26686.552734
1, 85.470085,26686.136719
1, 84.745766,26656.792969
1, 84.033615,26630.314453
1, 83.333336,26601.519531
1, 82.644630,26590.082031
1, 81.967216,26570.859375
1, 81.300812,26550.232422
1, 80.645164,26363.642578
1, 80.000000,26358.537109
1, 79.365082,26261.939453
1, 78.740158,26207.509766
1, 78.125000,26195.421875
1, 77.519379,26057.279297
1, 76.923080,26048.802734
1, 76.335876,25949.621094
1, 75.757576,25941.625000
1, 75.187973,25901.542969
1, 74.626869,25874.160156
1, 74.074074,25778.156250
1, 73.529411,25763.326172
1, 72.992699,25745.566406
1, 72.463768,25714.537109
1, 71.942444,25665.898438
1, 71.428574,25652.632812
1, 70.921989,25646.537109
1, 70.422539,25626.888672
1, 69.930069,25615.667969
1, 69.444443,25601.435547
1, 68.965515,25576.023438
1, 68.493149,25561.658203
1, 68.027214,25547.894531
1, 67.567566,25524.746094
1, 67.114098,25477.988281
1, 66.666664,25476.294922
1, 66.225166,25472.181641
1, 65.789474,25458.660156
1, 65.359474,25400.095703
1, 64.935066,25398.818359
1, 64.516129,25395.634766
1, 64.102562,25351.064453
1, 63.694267,25270.753906
1, 63.291138,25223.740234
1, 62.893082,25205.843750
1, 62.500000,25169.806641
1, 62.111801,25159.691406
1, 61.728394,25097.158203
1, 61.349693,25076.162109
1, 60.975609,24992.769531
1, 60.606060,24990.058594
1, 60.240963,24971.332031
1, 59.880241,24955.689453
1, 59.523811,24913.949219
1, 59.171597,24880.148438
1, 58.823528,24826.937500
1, 58.479530,24785.871094
1, 58.139534,24761.347656
1, 57.803467,24734.671875
1, 57.471264,24733.800781
1, 57.142857,24686.158203
1, 56.818180,24671.908203
1, 56.497173,24644.068359
1, 56.179775,24612.619141
1, 55.865921,24593.832031
1, 55.555557,24545.095703
1, 55.248619,24535.839844
1, 54.945053,24497.380859
1, 54.644810,24489.044922
1, 54.347828,24439.929688
1, 54.054054,24384.511719
1, 53.763439,24332.128906
1, 53.475937,24331.953125
1, 53.191490,24319.380859
1, 52.910053,24306.490234
1, 52.631580,24267.708984
1, 52.356022,24216.351562
1, 52.083332,24199.189453
1, 51.813473,24167.613281
1, 51.546391,24162.298828
1, 51.282051,24146.458984
1, 51.020409,24093.800781
1, 50.761421,24090.107422
1, 50.505051,24066.703125
1, 50.251255,24053.017578
1, 50.000000,23970.994141
1, 49.751244,23945.208984
1, 49.504951,23925.632812
1, 49.261086,23894.654297
1, 49.019608,23865.121094
1, 48.780487,23856.056641
1, 48.543690,23843.412109
1, 48.309177,23832.339844
1, 48.076923,23822.550781
1, 47.846889,23795.636719
1, 47.619049,23780.431641
1, 47.393364,23778.851562
1, 47.169811,23747.177734
1, 46.948357,23684.080078
1, 46.728973,23653.576172
1, 46.511627,23627.953125
1, 46.296295,23617.394531
1, 46.082951,23537.953125
1, 45.871559,23532.289062
1, 45.662102,23527.779297
1, 45.454544,23520.478516
1, 45.248867,23502.148438
1, 45.045044,23499.568359
1, 44.843048,23498.855469
1, 44.642857,23497.894531
1, 44.444443,23489.287109
1, 44.247787,23456.208984
1, 44.052864,23424.835938
1, 43.859650,23376.531250
1, 43.668121,23357.833984
1, 43.478260,23339.445312
1, 43.290043,23332.304688
1, 43.103447,23307.705078
